index,個案研判日,縣市別,鄉鎮,新增確診人數,累積確診人數,當日確診率
53345,2021-06-24,台北市,大同區,3,277,0.0
53346,2021-06-24,台北市,大安區,2,263,0.0
53347,2021-06-24,台北市,中正區,2,260,0.0
53348,2021-06-24,台北市,信義區,1,248,0.0
53349,2021-06-24,台北市,中山區,2,238,0.0
53350,2021-06-24,台北市,松山區,2,159,0.0
53395,2021-06-23,台北市,萬華區,9,1695,0.0001
53396,2021-06-23,台北市,士林區,4,346,0.0
53397,2021-06-23,台北市,文山區,4,324,0.0
53398,2021-06-23,台北市,大安區,1,261,0.0
53399,2021-06-23,台北市,中正區,1,258,0.0
53400,2021-06-23,台北市,信義區,1,247,0.0
53401,2021-06-23,台北市,中山區,1,236,0.0
53402,2021-06-23,台北市,內湖區,1,153,0.0
53449,2021-06-22,台北市,萬華區,4,1686,0.0
53450,2021-06-22,台北市,士林區,2,342,0.0
53451,2021-06-22,台北市,文山區,2,320,0.0
53452,2021-06-22,台北市,大安區,2,260,0.0
53453,2021-06-22,台北市,中正區,7,257,0.0
53454,2021-06-22,台北市,信義區,1,246,0.0
53455,2021-06-22,台北市,中山區,2,235,0.0
53456,2021-06-22,台北市,北投區,1,210,0.0
53457,2021-06-22,台北市,內湖區,1,152,0.0
53458,2021-06-22,台北市,南港區,2,128,0.0
53485,2021-06-21,台北市,萬華區,2,1682,0.0
53486,2021-06-21,台北市,士林區,4,340,0.0
53487,2021-06-21,台北市,文山區,2,318,0.0
53488,2021-06-21,台北市,大同區,2,274,0.0
53489,2021-06-21,台北市,大安區,5,258,0.0
53490,2021-06-21,台北市,中正區,3,250,0.0
53491,2021-06-21,台北市,中山區,1,233,0.0
53492,2021-06-21,台北市,北投區,1,209,0.0
53493,2021-06-21,台北市,南港區,1,126,0.0
53526,2021-06-20,台北市,萬華區,7,1680,0.0
53527,2021-06-20,台北市,士林區,8,336,0.0
53528,2021-06-20,台北市,文山區,5,316,0.0
53529,2021-06-20,台北市,大同區,3,272,0.0
53530,2021-06-20,台北市,大安區,1,253,0.0
53531,2021-06-20,台北市,中正區,1,247,0.0
53532,2021-06-20,台北市,中山區,1,232,0.0
53533,2021-06-20,台北市,北投區,1,208,0.0
53534,2021-06-20,台北市,松山區,3,157,0.0
53535,2021-06-20,台北市,內湖區,1,151,0.0
53536,2021-06-20,台北市,南港區,1,125,0.0
53571,2021-06-19,台北市,萬華區,10,1673,0.0001
53572,2021-06-19,台北市,士林區,5,328,0.0
53573,2021-06-19,台北市,大同區,1,269,0.0
53574,2021-06-19,台北市,大安區,3,252,0.0
53575,2021-06-19,台北市,中正區,2,246,0.0
53576,2021-06-19,台北市,信義區,1,245,0.0
53577,2021-06-19,台北市,中山區,5,231,0.0
53578,2021-06-19,台北市,北投區,1,207,0.0
53579,2021-06-19,台北市,內湖區,1,150,0.0
53615,2021-06-18,台北市,萬華區,10,1663,0.0001
53616,2021-06-18,台北市,士林區,33,323,0.0001
53617,2021-06-18,台北市,文山區,1,311,0.0
53618,2021-06-18,台北市,大同區,4,268,0.0
53619,2021-06-18,台北市,大安區,2,249,0.0
53620,2021-06-18,台北市,中正區,2,244,0.0
53621,2021-06-18,台北市,信義區,7,244,0.0
53622,2021-06-18,台北市,中山區,6,226,0.0
53623,2021-06-18,台北市,北投區,3,206,0.0
53624,2021-06-18,台北市,松山區,2,154,0.0
53625,2021-06-18,台北市,南港區,1,124,0.0
53664,2021-06-17,台北市,萬華區,6,1653,0.0
53665,2021-06-17,台北市,文山區,3,310,0.0
53666,2021-06-17,台北市,士林區,13,290,0.0
53667,2021-06-17,台北市,大同區,4,264,0.0
53668,2021-06-17,台北市,中正區,3,242,0.0
53669,2021-06-17,台北市,信義區,3,237,0.0
53670,2021-06-17,台北市,中山區,1,220,0.0
53671,2021-06-17,台北市,松山區,4,152,0.0
53706,2021-06-16,台北市,萬華區,17,1647,0.0001
53707,2021-06-16,台北市,文山區,2,307,0.0
53708,2021-06-16,台北市,士林區,15,277,0.0001
53709,2021-06-16,台北市,大安區,7,247,0.0
53710,2021-06-16,台北市,中正區,2,239,0.0
53711,2021-06-16,台北市,信義區,2,234,0.0
53712,2021-06-16,台北市,中山區,1,219,0.0
53713,2021-06-16,台北市,北投區,3,203,0.0
53714,2021-06-16,台北市,松山區,1,148,0.0
53715,2021-06-16,台北市,南港區,1,123,0.0
53754,2021-06-15,台北市,萬華區,6,1630,0.0
53755,2021-06-15,台北市,文山區,1,305,0.0
53756,2021-06-15,台北市,大同區,4,260,0.0
53757,2021-06-15,台北市,大安區,5,240,0.0
53758,2021-06-15,台北市,中正區,2,237,0.0
53759,2021-06-15,台北市,中山區,1,218,0.0
53760,2021-06-15,台北市,北投區,6,200,0.0
53761,2021-06-15,台北市,松山區,1,147,0.0
53762,2021-06-15,台北市,南港區,1,122,0.0
53805,2021-06-14,台北市,萬華區,8,1624,0.0
53806,2021-06-14,台北市,文山區,5,304,0.0
53807,2021-06-14,台北市,士林區,4,262,0.0
53808,2021-06-14,台北市,大同區,7,256,0.0001
53809,2021-06-14,台北市,大安區,3,235,0.0
53810,2021-06-14,台北市,中正區,1,235,0.0
53811,2021-06-14,台北市,信義區,3,232,0.0
53812,2021-06-14,台北市,北投區,8,194,0.0
53813,2021-06-14,台北市,南港區,1,121,0.0
53855,2021-06-13,台北市,萬華區,14,1616,0.0001
53856,2021-06-13,台北市,文山區,6,299,0.0
53857,2021-06-13,台北市,士林區,4,258,0.0
53858,2021-06-13,台北市,大同區,7,249,0.0001
53859,2021-06-13,台北市,中正區,4,234,0.0
53860,2021-06-13,台北市,大安區,5,232,0.0
53861,2021-06-13,台北市,信義區,3,229,0.0
53862,2021-06-13,台北市,中山區,3,217,0.0
53863,2021-06-13,台北市,北投區,9,186,0.0
53864,2021-06-13,台北市,內湖區,4,149,0.0
53865,2021-06-13,台北市,松山區,1,146,0.0
53866,2021-06-13,台北市,南港區,3,120,0.0
53912,2021-06-12,台北市,萬華區,19,1602,0.0001
53913,2021-06-12,台北市,文山區,7,293,0.0
53914,2021-06-12,台北市,士林區,5,254,0.0
53915,2021-06-12,台北市,大同區,7,242,0.0001
53916,2021-06-12,台北市,中正區,3,230,0.0
53917,2021-06-12,台北市,大安區,6,227,0.0
53918,2021-06-12,台北市,信義區,3,226,0.0
53919,2021-06-12,台北市,中山區,2,214,0.0
53920,2021-06-12,台北市,北投區,7,177,0.0
53921,2021-06-12,台北市,內湖區,3,145,0.0
53922,2021-06-12,台北市,松山區,5,145,0.0
53980,2021-06-11,台北市,萬華區,9,1583,0.0001
53981,2021-06-11,台北市,文山區,3,286,0.0
53982,2021-06-11,台北市,士林區,6,249,0.0
53983,2021-06-11,台北市,大同區,3,235,0.0
53984,2021-06-11,台北市,中正區,2,227,0.0
53985,2021-06-11,台北市,信義區,1,223,0.0
53986,2021-06-11,台北市,大安區,6,221,0.0
53987,2021-06-11,台北市,中山區,6,212,0.0
53988,2021-06-11,台北市,北投區,1,170,0.0
53989,2021-06-11,台北市,松山區,8,140,0.0
53990,2021-06-11,台北市,南港區,2,117,0.0
54049,2021-06-10,台北市,萬華區,16,1574,0.0001
54050,2021-06-10,台北市,文山區,1,283,0.0
54051,2021-06-10,台北市,士林區,10,243,0.0
54052,2021-06-10,台北市,大同區,4,232,0.0
54053,2021-06-10,台北市,中正區,3,225,0.0
54054,2021-06-10,台北市,信義區,3,222,0.0
54055,2021-06-10,台北市,大安區,4,215,0.0
54056,2021-06-10,台北市,中山區,4,206,0.0
54057,2021-06-10,台北市,北投區,6,169,0.0
54058,2021-06-10,台北市,內湖區,2,142,0.0
54059,2021-06-10,台北市,松山區,3,132,0.0
54060,2021-06-10,台北市,南港區,1,115,0.0
54120,2021-06-09,台北市,萬華區,19,1558,0.0001
54121,2021-06-09,台北市,文山區,4,282,0.0
54122,2021-06-09,台北市,士林區,8,233,0.0
54123,2021-06-09,台北市,大同區,8,228,0.0001
54124,2021-06-09,台北市,中正區,3,222,0.0
54125,2021-06-09,台北市,大安區,6,211,0.0
54126,2021-06-09,台北市,中山區,4,202,0.0
54127,2021-06-09,台北市,北投區,3,163,0.0
54128,2021-06-09,台北市,內湖區,4,140,0.0
54129,2021-06-09,台北市,松山區,1,129,0.0
54181,2021-06-08,台北市,萬華區,9,1539,0.0001
54182,2021-06-08,台北市,文山區,3,278,0.0
54183,2021-06-08,台北市,士林區,7,225,0.0
54184,2021-06-08,台北市,大同區,2,220,0.0
54185,2021-06-08,台北市,中正區,2,219,0.0
54186,2021-06-08,台北市,信義區,2,219,0.0
54187,2021-06-08,台北市,大安區,10,205,0.0
54188,2021-06-08,台北市,中山區,6,198,0.0
54189,2021-06-08,台北市,北投區,5,160,0.0
54190,2021-06-08,台北市,內湖區,1,136,0.0
54191,2021-06-08,台北市,松山區,1,128,0.0
54192,2021-06-08,台北市,南港區,6,114,0.0001
54234,2021-06-07,台北市,萬華區,13,1530,0.0001
54235,2021-06-07,台北市,文山區,3,275,0.0
54236,2021-06-07,台北市,士林區,5,218,0.0
54237,2021-06-07,台北市,大同區,5,218,0.0
54238,2021-06-07,台北市,中正區,1,217,0.0
54239,2021-06-07,台北市,信義區,2,217,0.0
54240,2021-06-07,台北市,大安區,9,195,0.0
54241,2021-06-07,台北市,中山區,9,192,0.0
54242,2021-06-07,台北市,北投區,3,155,0.0
54243,2021-06-07,台北市,松山區,2,127,0.0
54244,2021-06-07,台北市,南港區,7,108,0.0001
54300,2021-06-06,台北市,萬華區,16,1517,0.0001
54301,2021-06-06,台北市,文山區,9,272,0.0
54302,2021-06-06,台北市,中正區,3,216,0.0
54303,2021-06-06,台北市,信義區,4,215,0.0
54304,2021-06-06,台北市,士林區,5,213,0.0
54305,2021-06-06,台北市,大同區,6,213,0.0
54306,2021-06-06,台北市,大安區,7,186,0.0
54307,2021-06-06,台北市,中山區,2,183,0.0
54308,2021-06-06,台北市,北投區,6,152,0.0
54309,2021-06-06,台北市,內湖區,3,135,0.0
54310,2021-06-06,台北市,松山區,3,125,0.0
54311,2021-06-06,台北市,南港區,1,101,0.0
54374,2021-06-05,台北市,萬華區,48,1501,0.0003
54375,2021-06-05,台北市,文山區,6,263,0.0
54376,2021-06-05,台北市,中正區,4,213,0.0
54377,2021-06-05,台北市,信義區,12,211,0.0001
54378,2021-06-05,台北市,士林區,6,208,0.0
54379,2021-06-05,台北市,大同區,16,207,0.0001
54380,2021-06-05,台北市,中山區,6,181,0.0
54381,2021-06-05,台北市,大安區,9,179,0.0
54382,2021-06-05,台北市,北投區,12,146,0.0
54383,2021-06-05,台北市,內湖區,9,132,0.0
54384,2021-06-05,台北市,松山區,6,122,0.0
54385,2021-06-05,台北市,南港區,5,100,0.0
54455,2021-06-04,台北市,萬華區,40,1453,0.0002
54456,2021-06-04,台北市,文山區,7,257,0.0
54457,2021-06-04,台北市,中正區,12,209,0.0001
54458,2021-06-04,台北市,士林區,11,202,0.0
54459,2021-06-04,台北市,信義區,4,199,0.0
54460,2021-06-04,台北市,大同區,20,191,0.0002
54461,2021-06-04,台北市,中山區,12,175,0.0001
54462,2021-06-04,台北市,大安區,12,170,0.0
54463,2021-06-04,台北市,北投區,10,134,0.0
54464,2021-06-04,台北市,內湖區,9,123,0.0
54465,2021-06-04,台北市,松山區,3,116,0.0
54466,2021-06-04,台北市,南港區,5,95,0.0
54526,2021-06-03,台北市,萬華區,85,1413,0.0005
54527,2021-06-03,台北市,文山區,21,250,0.0001
54528,2021-06-03,台北市,中正區,15,197,0.0001
54529,2021-06-03,台北市,信義區,8,195,0.0
54530,2021-06-03,台北市,士林區,23,191,0.0001
54531,2021-06-03,台北市,大同區,15,171,0.0001
54532,2021-06-03,台北市,中山區,18,163,0.0001
54533,2021-06-03,台北市,大安區,7,158,0.0
54534,2021-06-03,台北市,北投區,4,124,0.0
54535,2021-06-03,台北市,內湖區,11,114,0.0
54536,2021-06-03,台北市,松山區,11,113,0.0001
54537,2021-06-03,台北市,南港區,3,90,0.0
54600,2021-06-02,台北市,萬華區,42,1328,0.0002
54601,2021-06-02,台北市,文山區,8,229,0.0
54602,2021-06-02,台北市,信義區,12,187,0.0001
54603,2021-06-02,台北市,中正區,7,182,0.0
54604,2021-06-02,台北市,士林區,17,168,0.0001
54605,2021-06-02,台北市,大同區,22,156,0.0002
54606,2021-06-02,台北市,大安區,9,151,0.0
54607,2021-06-02,台北市,中山區,7,145,0.0
54608,2021-06-02,台北市,北投區,9,120,0.0
54609,2021-06-02,台北市,內湖區,7,103,0.0
54610,2021-06-02,台北市,松山區,3,102,0.0
54611,2021-06-02,台北市,南港區,3,87,0.0
54679,2021-06-01,台北市,萬華區,21,1286,0.0001
54680,2021-06-01,台北市,文山區,8,221,0.0
54681,2021-06-01,台北市,中正區,6,175,0.0
54682,2021-06-01,台北市,信義區,6,175,0.0
54683,2021-06-01,台北市,士林區,15,151,0.0001
54684,2021-06-01,台北市,大安區,9,142,0.0
54685,2021-06-01,台北市,中山區,7,138,0.0
54686,2021-06-01,台北市,大同區,4,134,0.0
54687,2021-06-01,台北市,北投區,3,111,0.0
54688,2021-06-01,台北市,松山區,3,99,0.0
54689,2021-06-01,台北市,內湖區,2,96,0.0
54690,2021-06-01,台北市,南港區,5,84,0.0
54758,2021-05-31,台北市,萬華區,36,1265,0.0002
54759,2021-05-31,台北市,文山區,9,213,0.0
54760,2021-05-31,台北市,中正區,9,169,0.0001
54761,2021-05-31,台北市,信義區,10,169,0.0
54762,2021-05-31,台北市,士林區,12,136,0.0
54763,2021-05-31,台北市,大安區,4,133,0.0
54764,2021-05-31,台北市,中山區,6,131,0.0
54765,2021-05-31,台北市,大同區,3,130,0.0
54766,2021-05-31,台北市,北投區,6,108,0.0
54767,2021-05-31,台北市,松山區,8,96,0.0
54768,2021-05-31,台北市,內湖區,11,94,0.0
54769,2021-05-31,台北市,南港區,7,79,0.0001
54826,2021-05-30,台北市,萬華區,20,1229,0.0001
54827,2021-05-30,台北市,文山區,6,204,0.0
54828,2021-05-30,台北市,中正區,6,160,0.0
54829,2021-05-30,台北市,信義區,8,159,0.0
54830,2021-05-30,台北市,大安區,8,129,0.0
54831,2021-05-30,台北市,大同區,2,127,0.0
54832,2021-05-30,台北市,中山區,3,125,0.0
54833,2021-05-30,台北市,士林區,10,124,0.0
54834,2021-05-30,台北市,北投區,6,102,0.0
54835,2021-05-30,台北市,松山區,3,88,0.0
54836,2021-05-30,台北市,內湖區,8,83,0.0
54837,2021-05-30,台北市,南港區,2,72,0.0
54905,2021-05-29,台北市,萬華區,45,1209,0.0003
54906,2021-05-29,台北市,文山區,16,198,0.0001
54907,2021-05-29,台北市,中正區,19,154,0.0001
54908,2021-05-29,台北市,信義區,11,151,0.0001
54909,2021-05-29,台北市,大同區,6,125,0.0
54910,2021-05-29,台北市,中山區,14,122,0.0001
54911,2021-05-29,台北市,大安區,15,121,0.0001
54912,2021-05-29,台北市,士林區,11,114,0.0
54913,2021-05-29,台北市,北投區,10,96,0.0
54914,2021-05-29,台北市,松山區,10,85,0.0001
54915,2021-05-29,台北市,內湖區,7,75,0.0
54916,2021-05-29,台北市,南港區,5,70,0.0
54992,2021-05-28,台北市,萬華區,88,1164,0.0005
54993,2021-05-28,台北市,文山區,18,182,0.0001
54994,2021-05-28,台北市,信義區,10,140,0.0
54995,2021-05-28,台北市,中正區,12,135,0.0001
54996,2021-05-28,台北市,大同區,11,119,0.0001
54997,2021-05-28,台北市,中山區,11,108,0.0001
54998,2021-05-28,台北市,大安區,7,106,0.0
54999,2021-05-28,台北市,士林區,9,103,0.0
55000,2021-05-28,台北市,北投區,19,86,0.0001
55001,2021-05-28,台北市,松山區,8,75,0.0
55002,2021-05-28,台北市,內湖區,9,68,0.0
55003,2021-05-28,台北市,南港區,9,65,0.0001
55075,2021-05-27,台北市,萬華區,79,1076,0.0004
55076,2021-05-27,台北市,文山區,37,164,0.0001
55077,2021-05-27,台北市,信義區,14,130,0.0001
55078,2021-05-27,台北市,中正區,22,123,0.0001
55079,2021-05-27,台北市,大同區,13,108,0.0001
55080,2021-05-27,台北市,大安區,10,99,0.0
55081,2021-05-27,台北市,中山區,15,97,0.0001
55082,2021-05-27,台北市,士林區,8,94,0.0
55083,2021-05-27,台北市,北投區,5,67,0.0
55084,2021-05-27,台北市,松山區,8,67,0.0
55085,2021-05-27,台北市,內湖區,8,59,0.0
55086,2021-05-27,台北市,南港區,4,56,0.0
55181,2021-05-26,台北市,萬華區,120,997,0.0007
55182,2021-05-26,台北市,文山區,25,127,0.0001
55183,2021-05-26,台北市,信義區,31,116,0.0002
55184,2021-05-26,台北市,中正區,25,101,0.0002
55185,2021-05-26,台北市,大同區,20,95,0.0002
55186,2021-05-26,台北市,大安區,20,89,0.0001
55187,2021-05-26,台北市,士林區,25,86,0.0001
55188,2021-05-26,台北市,中山區,13,82,0.0001
55189,2021-05-26,台北市,北投區,9,62,0.0
55190,2021-05-26,台北市,松山區,9,59,0.0
55191,2021-05-26,台北市,南港區,8,52,0.0001
55192,2021-05-26,台北市,內湖區,5,51,0.0
55268,2021-05-25,台北市,萬華區,99,877,0.0006
55269,2021-05-25,台北市,文山區,9,102,0.0
55270,2021-05-25,台北市,信義區,17,85,0.0001
55271,2021-05-25,台北市,中正區,11,76,0.0001
55272,2021-05-25,台北市,大同區,7,75,0.0001
55273,2021-05-25,台北市,大安區,14,69,0.0
55274,2021-05-25,台北市,中山區,10,69,0.0
55275,2021-05-25,台北市,士林區,6,61,0.0
55276,2021-05-25,台北市,北投區,4,53,0.0
55277,2021-05-25,台北市,松山區,4,50,0.0
55278,2021-05-25,台北市,內湖區,11,46,0.0
55279,2021-05-25,台北市,南港區,4,44,0.0
55360,2021-05-24,台北市,萬華區,117,778,0.0007
55361,2021-05-24,台北市,文山區,16,93,0.0001
55362,2021-05-24,台北市,大同區,9,68,0.0001
55363,2021-05-24,台北市,信義區,21,68,0.0001
55364,2021-05-24,台北市,中正區,13,65,0.0001
55365,2021-05-24,台北市,中山區,10,59,0.0
55366,2021-05-24,台北市,士林區,13,55,0.0
55367,2021-05-24,台北市,大安區,11,55,0.0
55368,2021-05-24,台北市,北投區,12,49,0.0
55369,2021-05-24,台北市,松山區,12,46,0.0001
55370,2021-05-24,台北市,南港區,9,40,0.0001
55371,2021-05-24,台北市,內湖區,2,35,0.0
55437,2021-05-23,台北市,萬華區,87,661,0.0005
55438,2021-05-23,台北市,文山區,14,77,0.0001
55439,2021-05-23,台北市,大同區,11,59,0.0001
55440,2021-05-23,台北市,中正區,8,52,0.0001
55441,2021-05-23,台北市,中山區,10,49,0.0
55442,2021-05-23,台北市,信義區,10,47,0.0
55443,2021-05-23,台北市,大安區,5,44,0.0
55444,2021-05-23,台北市,士林區,4,42,0.0
55445,2021-05-23,台北市,北投區,7,37,0.0
55446,2021-05-23,台北市,松山區,3,34,0.0
55447,2021-05-23,台北市,內湖區,1,33,0.0
55448,2021-05-23,台北市,南港區,4,31,0.0
55522,2021-05-22,台北市,萬華區,170,574,0.001
55523,2021-05-22,台北市,文山區,17,63,0.0001
55524,2021-05-22,台北市,大同區,7,48,0.0001
55525,2021-05-22,台北市,中正區,8,44,0.0001
55526,2021-05-22,台北市,大安區,6,39,0.0
55527,2021-05-22,台北市,中山區,8,39,0.0
55528,2021-05-22,台北市,士林區,13,38,0.0
55529,2021-05-22,台北市,信義區,2,37,0.0
55530,2021-05-22,台北市,內湖區,10,32,0.0
55531,2021-05-22,台北市,松山區,10,31,0.0001
55532,2021-05-22,台北市,北投區,6,30,0.0
55533,2021-05-22,台北市,南港區,7,27,0.0001
55608,2021-05-21,台北市,萬華區,59,404,0.0003
55609,2021-05-21,台北市,文山區,11,46,0.0
55610,2021-05-21,台北市,大同區,13,41,0.0001
55611,2021-05-21,台北市,中正區,6,36,0.0
55612,2021-05-21,台北市,信義區,6,35,0.0
55613,2021-05-21,台北市,大安區,5,33,0.0
55614,2021-05-21,台北市,中山區,8,31,0.0
55615,2021-05-21,台北市,士林區,6,25,0.0
55616,2021-05-21,台北市,北投區,5,24,0.0
55617,2021-05-21,台北市,內湖區,3,22,0.0
55618,2021-05-21,台北市,松山區,1,21,0.0
55619,2021-05-21,台北市,南港區,2,20,0.0
55670,2021-05-20,台北市,萬華區,39,345,0.0002
55671,2021-05-20,台北市,文山區,3,35,0.0
55672,2021-05-20,台北市,中正區,5,30,0.0
55673,2021-05-20,台北市,信義區,6,29,0.0
55674,2021-05-20,台北市,大同區,2,28,0.0
55675,2021-05-20,台北市,大安區,2,28,0.0
55676,2021-05-20,台北市,中山區,8,23,0.0
55677,2021-05-20,台北市,松山區,2,20,0.0
55678,2021-05-20,台北市,士林區,2,19,0.0
55679,2021-05-20,台北市,內湖區,3,19,0.0
55680,2021-05-20,台北市,北投區,5,19,0.0
55681,2021-05-20,台北市,南港區,4,18,0.0
55738,2021-05-19,台北市,萬華區,34,306,0.0002
55739,2021-05-19,台北市,文山區,5,32,0.0
55740,2021-05-19,台北市,大同區,1,26,0.0
55741,2021-05-19,台北市,大安區,4,26,0.0
55742,2021-05-19,台北市,中正區,2,25,0.0
55743,2021-05-19,台北市,信義區,1,23,0.0
55744,2021-05-19,台北市,松山區,4,18,0.0
55745,2021-05-19,台北市,士林區,10,17,0.0
55746,2021-05-19,台北市,內湖區,2,16,0.0
55747,2021-05-19,台北市,中山區,2,15,0.0
55748,2021-05-19,台北市,北投區,1,14,0.0
55749,2021-05-19,台北市,南港區,4,14,0.0
55803,2021-05-18,台北市,萬華區,50,272,0.0003
55804,2021-05-18,台北市,文山區,14,27,0.0001
55805,2021-05-18,台北市,大同區,9,25,0.0001
55806,2021-05-18,台北市,中正區,6,23,0.0
55807,2021-05-18,台北市,大安區,3,22,0.0
55808,2021-05-18,台北市,信義區,9,22,0.0
55809,2021-05-18,台北市,內湖區,1,14,0.0
55810,2021-05-18,台北市,松山區,3,14,0.0
55811,2021-05-18,台北市,中山區,3,13,0.0
55812,2021-05-18,台北市,北投區,1,13,0.0
55813,2021-05-18,台北市,南港區,3,10,0.0
55814,2021-05-18,台北市,士林區,1,7,0.0
55861,2021-05-17,台北市,萬華區,96,222,0.0005
55862,2021-05-17,台北市,大安區,6,19,0.0
55863,2021-05-17,台北市,中正區,9,17,0.0001
55864,2021-05-17,台北市,大同區,10,16,0.0001
55865,2021-05-17,台北市,內湖區,4,13,0.0
55866,2021-05-17,台北市,文山區,7,13,0.0
55867,2021-05-17,台北市,信義區,3,13,0.0
55868,2021-05-17,台北市,北投區,5,12,0.0
55869,2021-05-17,台北市,松山區,6,11,0.0
55870,2021-05-17,台北市,中山區,8,10,0.0
55871,2021-05-17,台北市,士林區,4,6,0.0
55916,2021-05-16,台北市,萬華區,65,126,0.0004
55917,2021-05-16,台北市,大安區,6,13,0.0
55918,2021-05-16,台北市,信義區,4,10,0.0
55919,2021-05-16,台北市,內湖區,2,9,0.0
55920,2021-05-16,台北市,中正區,3,8,0.0
55921,2021-05-16,台北市,南港區,5,7,0.0
55922,2021-05-16,台北市,大同區,1,6,0.0
55923,2021-05-16,台北市,文山區,3,6,0.0
55924,2021-05-16,台北市,士林區,2,2,0.0
55925,2021-05-16,台北市,中山區,2,2,0.0
55963,2021-05-15,台北市,萬華區,55,61,0.0003
55964,2021-05-15,台北市,大安區,3,7,0.0
55965,2021-05-15,台北市,內湖區,1,7,0.0
55966,2021-05-15,台北市,北投區,5,7,0.0
55967,2021-05-15,台北市,信義區,5,6,0.0
55968,2021-05-15,台北市,大同區,4,5,0.0
55969,2021-05-15,台北市,中正區,5,5,0.0
55970,2021-05-15,台北市,松山區,5,5,0.0
55971,2021-05-15,台北市,文山區,1,3,0.0
55972,2021-05-15,台北市,南港區,2,2,0.0
56005,2021-05-14,台北市,萬華區,4,6,0.0
56006,2021-05-14,台北市,大安區,1,4,0.0
56007,2021-05-14,台北市,北投區,1,2,0.0
56025,2021-05-13,台北市,萬華區,1,2,0.0
56026,2021-05-13,台北市,北投區,1,1,0.0
56041,2021-05-12,台北市,萬華區,1,1,0.0
56057,2021-05-11,台北市,內湖區,1,6,0.0
56075,2021-05-08,台北市,內湖區,1,5,0.0
56095,2021-05-02,台北市,大安區,1,3,0.0
56101,2021-05-01,台北市,大安區,1,2,0.0
56112,2021-04-29,台北市,內湖區,1,4,0.0
56628,2020-04-09,台北市,文山區,1,2,0.0
56646,2020-04-03,台北市,內湖區,1,3,0.0
56652,2020-04-02,台北市,內湖區,1,2,0.0
56660,2020-03-31,台北市,文山區,1,1,0.0
56682,2020-03-26,台北市,大安區,1,1,0.0
56698,2020-03-22,台北市,信義區,1,1,0.0
56710,2020-03-20,台北市,大同區,1,1,0.0
56711,2020-03-20,台北市,內湖區,1,1,0.0
